img_name,h_mean,s_mean,v_mean,Radiation Value
IMG_0562,82.509,180.995,111.051,-14.1783
IMG_0563,81.876,175.793,96.433,-15.3475
IMG_0564,83.018,171.472,89.602,-18.0062
IMG_0565,88.342,170.21,69.298,-22.2103
IMG_0566,86.422,169.905,77.762,-22.599
IMG_0567,80.007,178.808,120.615,-14.0082
IMG_0568,80.293,178.376,114.894,-11.9655
IMG_0569,81.029,180.313,127.662,-11.2351
IMG_0570,80.752,180.095,125.649,-10.8528
IMG_0571,80.426,181.64,120.027,-10.3645
IMG_0572,80.43,180.896,126.196,-8.7424
IMG_0573,79.925,180.143,127.422,-9.1052
IMG_0574,80.246,179.128,126.582,-9.5746
IMG_0575,93.633,199.845,92.006,-21.5961
IMG_0576,90.413,187.39,85.372,-21.9477
IMG_0577,93.467,192.85,80.915,-21.9194
IMG_0578,92.802,191.068,80.258,-24.3793
IMG_0579,90.282,178.288,76.79,-23.7722
IMG_0580,91.06,183.78,77.581,-23.7331
IMG_0581,91.808,187.198,77.621,-24.1494
IMG_0582,91.352,177.857,73.908,-24.5533
IMG_0583,90.248,174.394,68.327,-24.6906
IMG_0584,91.231,178.167,70.347,-24.5103
IMG_0585,91.787,177.074,68.778,-23.7317
IMG_0586,92.952,183.948,71.545,-23.8033
IMG_0587,91.403,177.764,68.214,-23.3053
IMG_0588,93.273,185.299,69.025,-23.9749
IMG_0589,92.806,182.403,69.119,-23.1971
IMG_0590,91.473,173.856,66.666,-24.2585
IMG_0591,92.725,177.969,67.655,-24.3873
IMG_0592,91.514,176.689,67.001,-23.3044
IMG_0593,90.235,170.703,65.905,-23.8029
IMG_0594,92.925,180.278,68.092,-23.3529
IMG_0595,90.414,170.349,67.451,-23.4336
IMG_0596,91.754,177.822,69.408,-22.3953
IMG_0597,90.922,177.919,72.044,-21.9552
IMG_0598,87.333,171.91,79.779,-21.21
IMG_0599,86.602,178.967,91.991,-12.5889
IMG_0600,83.303,175.712,100.764,-12.2246
IMG_0601,80.936,177.604,129.332,-11.1647
IMG_0602,79.537,176.442,159.905,-8.0531
IMG_0603,80.169,176.588,155.962,-7.431
IMG_0604,85.443,167.694,209.18,-11.3776
IMG_0605,85.725,168.1,208.453,-9.9323
IMG_0606,85.478,161.668,216.123,-10.0838
IMG_0607,85.713,164.739,212.278,-9.9147
IMG_0608,85.851,171.079,206.335,-9.756
IMG_0609,85.587,167.924,209.342,-9.6142
IMG_0610,86.152,176.383,199.702,-9.571
IMG_0611,86.707,185.688,184.705,-9.621
IMG_0612,88.161,194.3,165.319,-10.9104
IMG_0613,88.455,195.884,163.296,-14.9831
IMG_0614,87.858,193.922,165.346,-14.2898
IMG_0615,87.663,193.013,168.919,-12.6035
IMG_0616,86.802,191.985,173.593,-11.2294
IMG_0617,86.811,190.308,170.063,-10.7739
IMG_0618,85.986,187.651,180.135,-11.1027
IMG_0619,85.549,187.115,179.619,-9.8589
IMG_0620,85.737,189.424,169.523,-10.7961
IMG_0621,85.512,187.748,167.527,-11.2227
IMG_0622,84.719,182.882,178.837,-11.7562
IMG_0623,83.904,178.603,189.233,-9.8356
IMG_0624,83.942,181.143,186.252,-9.7321
IMG_0625,82.426,182.559,166.005,-9.8962
IMG_0626,83.656,183.78,130.553,-11.9738
IMG_0627,86.497,184.149,113.136,-16.7941
IMG_0628,83.163,182.748,132.274,-15.3971
IMG_0629,81.942,182.041,155.195,-11.4112
IMG_0630,81.701,182.491,162.947,-11.7539
IMG_0631,81.794,182.323,162.268,-9.7917
IMG_0632,80.941,181.923,154.746,-9.3222
IMG_0633,80.625,178.732,163.535,-9.6066
IMG_0634,81.665,181.333,149.258,-9.26
IMG_0635,80.861,181.258,147.52,-9.3571
IMG_0636,80.982,181.778,146.516,-9.0572
IMG_0637,81.379,180.669,128.66,-10.0349
IMG_0638,81.678,182.131,131.746,-11.2344
IMG_0639,80.831,181.739,130.554,-10.1405
IMG_0640,80.464,179.424,130.758,-11.7833
IMG_0641,80.807,180.092,131.306,-12.5637
IMG_0642,79.174,178.089,135.614,-11.3551
IMG_0643,79.777,175.936,127.295,-13.5968
IMG_0644,81.94,179.43,121.548,-16.2081
IMG_0645,80.995,172.433,110.913,-15.3243
IMG_0646,82.71,174.551,107.174,-15.6078
IMG_0647,80.329,176.028,117.734,-13.9649
IMG_0648,82.085,175.409,111.314,-13.7644
IMG_0649,82.531,176.718,118.017,-16.4931
IMG_0650,80.462,175.293,124.898,-19.4227
IMG_0651,82.86,172.271,106.86,-18.4137
IMG_0652,81.611,175.561,111.557,-16.7272
IMG_0653,85.817,168.658,211.129,-8.3073
IMG_0654,86.111,176.723,201.186,-8.4061
IMG_0655,86.934,193.515,179.457,-8.4815
IMG_0656,86.573,187.976,190.402,-8.8195
IMG_0657,87.002,190.704,183.559,-8.5043
IMG_0658,87.461,198.714,171.796,-8.4363
IMG_0659,88.441,204.887,155.381,-12.3146
IMG_0660,87.644,198.997,166.745,-9.3483
IMG_0661,88.002,201.601,162.232,-9.9746
IMG_0662,87.476,200.842,157.223,-10.804
IMG_0663,87.426,200.047,157.908,-10.1093
IMG_0664,89.14,208.078,137.276,-9.2836
IMG_0665,92.047,210.455,114.546,-12.2546
IMG_0666,96.497,218.932,98.451,-20.0193
IMG_0667,96.684,215.8,97.715,-23.0745
IMG_0668,95.472,209.792,95.243,-22.7
IMG_0669,95.447,212.198,99.724,-23.2423
IMG_0670,95.036,205.393,92.901,-22.9887
IMG_0671,94.475,206.187,94.202,-22.4044
IMG_0672,93.995,205.443,93.936,-17.6
IMG_0673,88.956,198.994,112.299,-14.7612
IMG_0674,84.245,185.283,111.32,-10.5157
IMG_0675,84.877,187.475,125.235,-11.4594
IMG_0676,84.319,187.775,122.279,-12.865
IMG_0677,83.968,184.546,125.029,-12.1927
IMG_0678,82.79,182.837,146.135,-13.5686
IMG_0679,81.709,180.632,171.973,-10.6879
IMG_0680,81.189,178.055,170.275,-8.7169
IMG_0681,81.538,181.35,163.229,-8.2914
IMG_0682,80.806,176.256,177.507,-7.7854
IMG_0683,79.987,170.729,187.037,-5.6899
IMG_0684,80.255,175.949,174.137,-5.1117
IMG_0685,79.778,167.874,189.427,-7.1903
IMG_0686,79.342,159.758,203.19,-4.6765
IMG_0687,79.398,160.636,200.128,-4.488
IMG_0688,79.827,167.177,189.435,-4.9362
IMG_0689,79.527,168.711,186.459,-5.2971
IMG_0690,78.748,160.712,200.517,-4.0267
IMG_0691,79.036,161.79,198.408,-4.946
IMG_0692,78.393,159.401,201.381,-3.1722
IMG_0693,79.402,168.599,188.194,-4.526
IMG_0694,78.661,159.266,201.54,-4.5194
IMG_0695,79.071,169.346,187.085,-4.5303
IMG_0696,78.35,157.533,203.994,-4.8611
IMG_0697,78.446,163.982,193.433,-4.4203
IMG_0698,79.079,163.864,195.607,-6.0977
IMG_0699,78.932,166.086,189.142,-6.8663
IMG_0700,78.945,165.581,192.307,-5.0347
IMG_0701,78.973,170.936,181.352,-6.0613
IMG_0702,92.781,191.536,80.6,-20.6929
IMG_0703,91.763,188.704,79.04,-20.565
IMG_0704,93.423,192.284,79.841,-20.4486
IMG_0705,92.748,189.212,80.603,-21.1255
IMG_0706,90.955,180.074,77.54,-20.5318
IMG_0707,92.778,189.326,78.122,-20.2493
IMG_0708,91.365,180.383,75.17,-20.8022
IMG_0709,90.837,178.657,73.824,-20.2614
IMG_0710,90.489,177.338,74.312,-20.496
IMG_0711,90.433,178.157,75.827,-19.8184
IMG_0712,90.21,177.281,77.023,-19.6197
IMG_0713,91.304,179.583,77.711,-20.697
IMG_0714,90.033,176.346,76.097,-20.3755
IMG_0715,89.481,175.765,76.251,-19.1136
IMG_0716,90.971,182.647,78.685,-18.432
IMG_0717,88.788,174.326,77.509,-19.0256
IMG_0718,88.982,174.014,76.322,-19.7229
IMG_0719,89.013,173.999,76.693,-18.7819
IMG_0720,90.25,177.428,78.237,-18.8977
IMG_0721,88.667,175.322,79.136,-18.2917
IMG_0722,90.636,179.342,79.357,-19.3354
IMG_0723,89.352,174.907,77.756,-18.78
IMG_0724,87.427,167.894,74.688,-18.8246
IMG_0725,87.287,167.993,78.097,-16.9541
IMG_0726,88.24,171.536,84.367,-16.9052
IMG_0727,86.557,169.14,87.269,-16.4638
IMG_0728,87.842,173.066,88.675,-17.8046
IMG_0729,85.562,168.515,206.842,-8.1225
IMG_0730,89.797,198.828,155.662,-13.5432
IMG_0731,89.374,196.432,157.218,-18.1922
IMG_0732,88.517,195.497,162.762,-13.313
IMG_0733,90.694,202.613,146.786,-14.6472
IMG_0734,89.595,200.976,149.639,-13.8232
IMG_0735,90.193,203.561,143.279,-11.629
IMG_0736,91.286,201.671,143.9,-17.5066
IMG_0737,86.764,187.196,180.215,-19.4994
IMG_0738,91.124,204.88,137.338,-12.3183
IMG_0739,91.575,205.391,128.384,-13.7726
IMG_0740,88.514,197.604,145.251,-10.5832
IMG_0741,86.848,193.466,161.975,-8.3574
IMG_0742,85.55,185.936,175.539,-7.9589
IMG_0743,84.527,177.374,193.449,-4.1712
IMG_0744,84.468,183.09,180.83,-7.365
IMG_0745,83.845,173.384,196.001,-9.8417
IMG_0746,83.838,177.639,187.759,-7.8133
IMG_0747,83.332,174.238,192.623,-4.947
IMG_0748,82.892,172.494,191.65,-5.7145
IMG_0749,82.937,171.652,193.911,-4.8289
IMG_0750,81.342,177.164,167.268,-9.7902
IMG_0751,82.654,178.747,136.65,-14.6355
IMG_0752,87.252,176.886,102.969,-18.3362
IMG_0753,86.85,177.421,106.789,-14.9851
IMG_0754,81.491,180.019,154.621,-10.7445
IMG_0755,81.899,177.719,143.758,-13.7178
IMG_0756,80.827,176.166,160.906,-7.3995
IMG_0757,82.254,177.068,119.506,-12.2073
IMG_0758,85.415,173.668,98.757,-18.4365
IMG_0759,86.779,173.336,86.163,-17.8758
IMG_0760,87.853,171.824,84.59,-18.0566
IMG_0761,83.037,174.351,114.608,-17.8954
IMG_0762,81.683,176.715,129.111,-13.1473
IMG_0763,83.962,171.432,101.753,-15.6155
IMG_0764,82.426,176.936,117.919,-12.9455
IMG_0765,81.993,174.816,113.204,-13.1372
IMG_0766,81.935,173.385,117.356,-13.709
IMG_0767,84.809,175.598,98.886,-15.5529
IMG_0768,81.818,172.725,110.9,-12.7469
IMG_0769,83.982,170.065,97.273,-13.5195
IMG_0770,81.385,166.991,100.939,-14.0813
IMG_0771,82.117,169.695,107.53,-13.631
IMG_0772,83.783,168.748,100.954,-14.0928
IMG_0773,81.77,167.903,111.984,-14.3706
IMG_0774,80.003,168.884,140.986,-14.3064
IMG_0775,79.136,168.752,153.429,-9.3821
IMG_0776,77.746,159.688,177.557,-10.459
IMG_0777,75.738,152.27,183.177,-8.0487
IMG_0778,83.008,124.286,242.631,-5.7611
IMG_0779,83.129,133.272,236.804,-14.9197
IMG_0780,83.049,124.055,241.655,-3.4675
IMG_0781,87.07,178.524,164.473,-8.8191
IMG_0782,87.367,186.777,154.26,-20.3971
IMG_0783,82.455,139.778,230.43,-7.2429
IMG_0784,83.302,160.199,205.154,-5.9
IMG_0785,85.125,176.855,173.621,-14.1095
IMG_0786,82.717,140.816,227.818,-5.224
IMG_0787,83.094,153.181,218.295,-6.1288
IMG_0788,83.289,156.142,215.319,-6.3216
IMG_0789,83.502,161.701,209.251,-5.8301
IMG_0790,82.788,164.971,201.363,-10.5605
IMG_0791,85.657,177.996,153.388,-14.8461
IMG_0792,85.905,183.2,150.974,-17.689
IMG_0793,82.571,168.398,178.149,-13.7976
IMG_0794,83.96,169.64,158.036,-15.8286
IMG_0795,80.551,143.953,224.151,-3.1467
IMG_0796,79.833,135.842,231.466,-2.7395
IMG_0797,78.823,132.002,232.728,-2.4135
IMG_0798,78.693,134.862,231.125,-2.3474
IMG_0799,78.989,148.778,216.457,-2.5166
IMG_0800,81.709,177.056,151.71,-5.0169
IMG_0801,82.943,176.83,141.677,-14.0007
IMG_0802,81.456,178.812,159.459,-8.0703
IMG_0803,82.215,183.031,150.028,-7.4669
IMG_0804,83.441,182.032,136.903,-14.8364
IMG_0805,89.351,185.672,87.403,-22.6882
IMG_0806,91.115,186.552,84.612,-22.9901
IMG_0807,91.654,185.538,82.599,-22.9057
IMG_0808,88.245,176.634,79.073,-21.8937
IMG_0809,89.092,178.15,83.21,-22.3728
IMG_0810,89.051,179.462,87.688,-21.7866
IMG_0811,86.168,175.672,92.142,-21.4398
IMG_0812,83.752,176.911,111.129,-22.418
IMG_0813,82.791,175.872,108.206,-21.2809
IMG_0814,80.609,174.851,140.941,-18.2347
IMG_0815,80.428,174.286,139.625,-18.9207
IMG_0816,84.779,173.432,99.834,-21.1036
IMG_0817,86.384,170.557,90.805,-23.0926
IMG_0818,86.7,173.293,92.068,-22.8393
IMG_0819,87.269,172.815,88.297,-23.9996
IMG_0820,85.027,169.392,92.301,-23.0997
IMG_0821,83.67,172.547,110.253,-20.9433
IMG_0822,81.631,179.115,124.857,-13.3408
IMG_0823,83.448,177.173,112.405,-21.6412
IMG_0824,82.778,176.357,111.174,-22.154
IMG_0825,86.108,173.872,101.107,-20.733
IMG_0826,87.811,172.435,77.942,-22.5625
IMG_0827,92.446,212.021,116.081,-16.2753
IMG_0828,89.49,204.94,129.668,-15.0853
IMG_0829,89.103,204.356,131.133,-13.9483
IMG_0830,89.846,204.727,125.173,-14.0341
IMG_0831,87.701,200.03,143.001,-12.7589
IMG_0832,86.431,195.253,157.542,-10.8969
IMG_0833,85.79,191.511,168.532,-10.3891
IMG_0834,85.543,191.201,169.476,-9.8359
IMG_0835,84.948,185.869,181.572,-10.6131
IMG_0836,84.871,187.381,177.499,-10.1564
IMG_0837,84.906,187.727,175.988,-9.7203
IMG_0838,85.068,189.328,169.622,-9.5581
IMG_0839,85.052,190.858,160.863,-10.1223
IMG_0840,85.815,193.805,142.828,-10.748
IMG_0841,87.149,194.105,127.259,-13.1935
IMG_0842,84.188,187.585,153.808,-13.7606
IMG_0843,84.643,187.992,142.89,-13.5585
IMG_0844,82.686,174.85,180.946,-13.1362
IMG_0845,83.384,179.816,164.766,-10.6297
IMG_0846,85.491,184.757,125.659,-12.8594
IMG_0847,82.679,182.237,157.152,-13.4149
IMG_0848,81.404,176.069,174.578,-10.3999
IMG_0849,81.003,175.463,170.031,-9.1403
IMG_0850,80.659,172.422,175.113,-8.8573
IMG_0851,80.557,172.789,167.911,-11.2171
IMG_0852,80.102,168.416,173.366,-11.0558
IMG_0853,79.734,164.678,178.617,-9.3242
IMG_0854,78.194,147.078,211.341,-5.8932
IMG_0855,78.47,165.655,181.085,-7.3865
IMG_0856,78.588,161.379,189.26,-5.5723
IMG_0857,78.172,155.034,201.507,-4.181
IMG_0858,76.874,138.503,221.144,-3.1715
IMG_0859,77.667,152.855,200.208,-3.8333
IMG_0860,78.143,162.722,188.144,-7.772
IMG_0861,78.748,168.591,174.715,-8.5284
IMG_0862,79.209,170.738,155.682,-6.8884
IMG_0863,79.069,172.544,149.983,-8.7169
IMG_0864,78.949,171.432,164.942,-8.3829
IMG_0865,78.931,171.655,152.013,-9.9725
IMG_0866,78.54,170.831,164.983,-9.0803
IMG_0867,77.376,161.499,191.614,-6.948
IMG_0868,77.593,163.899,182.057,-4.9706
IMG_0869,78.001,161.796,191.222,-5.4261
IMG_0870,75.865,132.321,227.108,-2.2452
IMG_0871,76.644,155.249,188.546,-6.0785
IMG_0872,77.075,155.947,188.313,-7.606
IMG_0873,77.145,162.723,177.173,-5.8898
IMG_0874,75.441,140.575,216.068,-7.8576
IMG_0875,74.833,135.185,219.522,-2.7172
IMG_0876,83.385,124.943,241.79,-5.1119
IMG_0877,83.785,125.339,241.789,-2.3654
IMG_0878,83.462,121.28,243.904,-4.391
IMG_0879,83.506,125.166,241.773,-4.982
IMG_0880,83.448,130.186,239.284,-5.6032
IMG_0881,83.5,133.285,237.157,-5.7134
IMG_0882,83.233,131.049,238.559,-5.5661
IMG_0883,83.083,130.424,238.966,-5.7893
IMG_0884,82.868,130.229,239.192,-5.7095
IMG_0885,82.93,131.459,238.301,-6.123
IMG_0886,83.216,135.825,234.903,-5.7412
IMG_0887,82.922,138.931,232.777,-5.2486
IMG_0888,82.918,141.158,231.642,-5.7837
IMG_0889,82.631,140.424,232.083,-5.3627
IMG_0890,82.537,146.783,226.424,-4.9979
IMG_0891,82.054,148.767,223.747,-4.8314
IMG_0892,81.976,148.77,223.898,-4.5224
IMG_0893,81.85,149.478,222.961,-4.3174
IMG_0894,81.954,153.637,217.672,-4.1064
IMG_0895,81.653,151.391,219.402,-3.9717
IMG_0896,81.325,148.924,222.376,-4.0119
IMG_0897,80.574,160.759,204.536,-4.644
IMG_0898,79.866,156.552,209.92,-4.125
IMG_0899,79.525,153.939,212.226,-4.3193
IMG_0900,80.032,155.541,210.871,-4.2376
IMG_0901,79.874,154.484,211.594,-3.6802
IMG_0902,80.037,155.447,210.201,-3.7573
IMG_0903,79.322,155.279,209.739,-4.1618
IMG_0904,79.112,156.173,207.855,-4.1145
IMG_0905,79.208,156.069,207.625,-4.2594
IMG_0906,79.097,154.821,209.437,-4.4771
IMG_0907,79.092,155.556,208.892,-4.5553
IMG_0908,79.138,155.938,207.601,-4.3375
IMG_0909,78.655,151.611,212.488,-5.0506
IMG_0910,78.423,150.839,213.021,-4.9764
IMG_0911,78.268,152.794,208.649,-5.994
IMG_0912,77.777,148.174,214.872,-6.1203
IMG_0913,78.068,150.386,212.172,-6.2806
IMG_0914,78.059,151.661,210.585,-6.3742
IMG_0915,77.791,151.984,209.67,-6.4037
IMG_0916,77.622,148.676,213.365,-6.5402
IMG_0917,78.062,153.342,207.291,-6.4071
IMG_0918,77.471,149.576,211.414,-6.409
IMG_0919,77.43,147.978,213.839,-6.3476
IMG_0920,77.335,150.779,210.169,-6.1496
IMG_0921,77.216,149.403,211.676,-6.3897
IMG_0922,77.432,151.765,207.846,-6.2024
IMG_0923,77.381,150.196,210.649,-6.3372
IMG_0924,77.604,150.762,208.94,-6.5409
IMG_0925,85.537,170.81,198.959,-15.3843
IMG_0926,84.321,152.352,219.641,-16.6852
IMG_0927,84.234,154.054,220.419,-12.9939
IMG_0928,84.802,166.062,206.165,-14.6571
IMG_0929,84.517,164.19,210.008,-11.9943
IMG_0930,84.095,154.812,219.789,-9.9978
IMG_0931,84.166,158.202,213.283,-13.1178
IMG_0932,84.794,167.931,199.428,-16.9025
IMG_0933,86.21,181.769,176.298,-23.2049
IMG_0934,86.841,183.721,166.843,-25.68
IMG_0935,86.45,189.763,158.428,-24.6825
IMG_0936,85.113,182.468,175.892,-23.2944
IMG_0937,85.579,185.352,165.816,-19.1096
IMG_0938,83.931,176.468,188.347,-17.2585
IMG_0939,84.618,180.929,172.649,-12.0277
IMG_0940,84.304,184.507,162.145,-15.1806
IMG_0941,83.865,183.532,166.808,-12.1793
IMG_0942,84.049,186.496,158.284,-13.9181
IMG_0943,83.525,185.884,152.955,-15.7684
IMG_0944,82.813,182.07,167.04,-16.107
IMG_0945,82.136,175.519,187.278,-12.4532
IMG_0946,81.512,169.336,193.316,-8.1667
IMG_0947,81.108,170.999,189.94,-9.4802
IMG_0948,81.095,174.004,184.222,-8.8252
IMG_0949,80.979,169.268,190.885,-8.7605
IMG_0950,80.666,166.239,192.575,-6.4413
IMG_0951,80.829,173.268,183.974,-7.22
IMG_0952,80.568,170.456,186.84,-8.2228
IMG_0953,79.9,168.985,187.795,-9.3238
IMG_0954,79.736,165.04,194.522,-7.258
IMG_0955,79.835,164.843,194.606,-8.5868
IMG_0956,79.759,164.605,192.956,-6.9017
IMG_0957,79.846,167.027,187.441,-7.3095
IMG_0958,79.278,167.76,185.705,-8.1391
IMG_0959,79.468,169.564,181.944,-8.2681
IMG_0960,79.319,168.572,183.816,-8.7437
IMG_0961,79.389,167.152,184.157,-8.5336
IMG_0962,79.696,171.905,174.045,-8.8434
IMG_0963,79.318,169.831,178.408,-9.1198
IMG_0964,79.297,168.364,181.329,-9.2183
IMG_0965,79.31,170.651,176.952,-9.3167
IMG_0966,79.469,172.856,170.693,-7.7013
IMG_0967,79.513,173.076,170.776,-9.0584
IMG_0968,79.511,176.209,160.638,-9.9479
IMG_0969,80.648,177.768,142.863,-12.5036
IMG_0970,79.682,175.312,159.991,-12.0482
IMG_0971,79.898,177.239,150.439,-12.4515
IMG_0972,79.861,176.567,152.456,-10.0101
IMG_0973,79.235,172.693,168.709,-9.2952
IMG_0974,94.867,218.939,119.382,-35.6876
IMG_0975,95.298,222.967,117.454,-37.3016
IMG_0976,95.918,222.494,115.79,-35.6011
IMG_0977,96.155,224.397,113.47,-35.1805
IMG_0978,96.252,224.306,112.086,-36.7247
IMG_0979,96.032,224.343,109.773,-36.4079
IMG_0980,96.107,224.077,107.637,-35.248
IMG_0981,96.411,218.737,101.803,-37.5886
IMG_0982,96.032,216.461,97.511,-37.2693
IMG_0983,96.56,216.716,96.624,-36.1886
IMG_0984,96.519,216.556,94.479,-38.5404
IMG_0985,96.671,215.137,92.097,-37.0075
IMG_0986,96.434,212.386,90.307,-34.9444
IMG_0987,95.217,198.717,76.311,-38.6351
IMG_0988,95.845,200.688,76.906,-36.0952
IMG_0989,95.72,198.546,75.818,-37.1675
IMG_0990,95.149,197.012,73.783,-35.0354
IMG_0991,95.657,197.656,74.305,-37.4137
IMG_0992,95.212,194.947,72.668,-37.7419
IMG_0993,94.797,193.842,70.694,-31.1062
IMG_0994,94.459,190.395,69.059,-31.2767
IMG_0995,94.409,187.556,67.797,-32.856
IMG_0996,94.631,187.997,66.851,-31.3224
IMG_0997,94.41,185.563,67.148,-28.9181
IMG_0998,93.633,182.932,66.565,-28.8021
IMG_0999,94.037,183.581,67.614,-28.3925
IMG_1000,93.494,182.642,66.935,-30.295
IMG_1001,94.484,183.059,67.483,-31.6526
IMG_1002,93.476,180.85,67.103,-29.3702
IMG_1003,92.866,179.254,66.961,-34.1779
IMG_1004,93.065,179.719,66.438,-29.0122
IMG_1005,93.627,181.388,66.598,-28.3536
IMG_1006,92.791,179.208,65.633,-32.1304
IMG_1007,94.032,183.803,67.417,-31.2401
IMG_1008,93.14,181.341,67.902,-33.3478
IMG_1009,92.256,177.841,67.984,-34.1765
IMG_1010,92.003,179.409,67.106,-34.5344
IMG_1011,92.97,180.487,67.268,-34.5863
IMG_1012,92.73,179.46,66.009,-33.4961
IMG_1013,93.463,179.846,65.323,-30.3388
IMG_1014,92.342,176.41,63.976,-32.3786
IMG_1015,89.854,194.757,99.558,-23.486
IMG_1016,91.294,196.466,94.937,-28.2362
IMG_1017,91.124,189.772,88.418,-31.1163
IMG_1018,85.6,186.546,107.115,-31.2577
IMG_1019,88.482,185.598,92.206,-30.1548
IMG_1020,89.877,187.462,86.565,-30.0989
IMG_1021,92.077,191.339,85.005,-30.8575
IMG_1022,90.623,183.981,79.91,-30.2412
IMG_1023,88.687,177.772,81.354,-29.335
IMG_1024,87.916,177.944,90.483,-28.3563
IMG_1025,84.628,180.172,105.758,-29.9521
IMG_1026,86.309,188.073,104.899,-24.0862
IMG_1027,83.663,183.039,110.558,-23.655
IMG_1028,88.292,181.564,90.064,-23.127
IMG_1029,84.304,182.428,105.97,-26.6892
IMG_1030,81.903,182.369,131.774,-14.6477
IMG_1031,86.358,182.521,99.268,-18.1448
IMG_1032,85.92,178.93,93.179,-22.9679
IMG_1033,84.169,178.338,104.178,-26.3686
IMG_1034,81.386,177.585,127.503,-24.0949
IMG_1035,80.547,177.637,129.088,-16.6084
IMG_1036,80.345,179.053,141.421,-13.7181
IMG_1037,81.262,180.359,134.164,-14.3411
IMG_1038,79.729,178.184,140.772,-17.7564
IMG_1039,79.271,174.822,154.45,-12.0509
IMG_1040,79.613,175.485,160.733,-11.8289
IMG_1041,79.761,177.172,157.139,-12.4118
IMG_1042,79.616,174.287,168.967,-10.2409
IMG_1043,79.157,174.423,170.153,-9.7243
IMG_1044,85.699,160.837,217.303,-9.6978
IMG_1045,85.4,159.542,217.899,-10.3162
IMG_1046,85.569,161.436,217.147,-10.667
IMG_1047,86.301,176.231,203.541,-9.1287
IMG_1048,85.499,167.64,210.633,-7.9425
IMG_1049,84.554,151.526,222.877,-7.7332
IMG_1050,84.492,153.281,220.684,-8.7202
IMG_1051,84.75,168.908,208.287,-8.6592
IMG_1052,84.193,154.824,220.272,-8.4417
IMG_1053,83.955,150.452,223.878,-7.2575
IMG_1054,83.328,153.101,220.575,-7.0371
IMG_1055,83.418,160.297,214.226,-7.5078
IMG_1056,82.919,152.507,220.367,-7.1578
IMG_1057,82.622,152.073,220.588,-7.1687
IMG_1058,82.92,145.937,227.344,-6.3844
IMG_1059,83.422,160.585,213.113,-7.3208
IMG_1060,82.161,167.496,201.682,-6.3916
IMG_1061,82.323,169.333,200.104,-5.844
IMG_1062,81.74,161.764,207.375,-5.6248
IMG_1063,82.16,167.639,201.081,-3.6682
IMG_1064,81.902,162.946,206.413,-3.3472
IMG_1065,81.802,163.221,206.246,-4.0327
IMG_1066,81.359,169.234,194.297,-3.2163
IMG_1067,81.447,173.3,188.937,-4.9429
IMG_1068,81.428,171.991,188.463,-5.1593
IMG_1069,81.403,171.822,188.544,-4.9757
IMG_1070,81.494,171.244,187.948,-4.9164
IMG_1071,80.819,167.089,196.366,-4.8361
IMG_1072,80.2,164.127,197.412,-4.2246
IMG_1073,80.688,169.572,192.895,-4.176
IMG_1074,80.633,166.627,198.148,-2.6779
IMG_1075,80.518,166.069,197.312,-2.6462
IMG_1076,80.748,169.902,193.3,-4.5808
IMG_1077,79.753,159.131,205.214,-3.7688
IMG_1078,79.69,167.121,190.248,-5.8457
IMG_1079,80.278,170.382,189.165,-4.0131
IMG_1080,80.08,169.897,190.084,-4.8482
IMG_1081,79.953,162.479,201.144,-3.6251
IMG_1082,79.9,166.175,196.006,-5.2768
IMG_1083,79.538,164.399,197.163,-5.6585
IMG_1084,80.109,170.968,189.428,-7.1208
IMG_1085,79.1,160.784,197.569,-3.59
IMG_1086,80.359,180.433,151.384,-8.7351
IMG_1087,80.728,180.136,164.749,-7.0083
IMG_1088,83.305,96.726,252.044,-2.7712
IMG_1089,83.472,98.788,251.54,-2.438
IMG_1090,83.5,103.636,250.516,-2.5854
IMG_1091,83.461,119.978,244.829,-2.2295
IMG_1092,83.861,127.17,240.557,-2.3265
IMG_1093,83.696,128.449,239.763,-2.3016
IMG_1094,84.131,150.741,223.797,-2.139
IMG_1095,82.55,132.957,235.364,-1.624
IMG_1096,82.237,125.706,241.044,-1.6118
IMG_1097,82.28,131.067,238.169,-1.4127
IMG_1098,82.561,139.288,232.111,-1.6293
IMG_1099,83.124,146.523,226.28,-1.7812
IMG_1100,82.461,141.99,229.03,-1.4952
IMG_1101,82.167,142.295,228.888,-1.3665
IMG_1102,81.735,141.676,229.136,-1.2711
IMG_1103,81.7,145.715,224.854,-1.7236
IMG_1104,81.437,145.237,225.365,-1.423
IMG_1105,81.322,145.033,225.04,-1.3365
IMG_1106,81.128,147.379,222.704,-1.2969
IMG_1107,81.216,146.346,223.175,-1.1792
IMG_1108,81.273,152.471,217.385,-1.1408
IMG_1109,80.545,151.479,217.41,-1.2548
IMG_1110,80.222,153.437,214.542,-1.1752
IMG_1111,80.252,153.745,213.656,-1.2313
IMG_1112,79.833,151.916,214.669,-1.257
IMG_1113,79.245,144.078,222.245,-1.2706
IMG_1114,79.639,154.648,209.698,-1.2946
IMG_1115,78.631,147.637,215.884,-1.4194
IMG_1116,78.53,151.021,211.07,-1.4308
IMG_1117,78.241,151.005,210.929,-1.2477
IMG_1118,78.56,157.361,202.394,-1.3056
IMG_1119,77.553,144.191,216.453,-1.48
IMG_1120,76.677,141.3,217.85,-1.6183
IMG_1121,77.204,147.517,212.106,-1.9714
IMG_1122,76.826,140.763,218.939,-1.9633
